i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,284119,8915198,29663,22855757,223689764,753473
2,2389976,9270697,39995,23765549,222456278,687442
3,3963078,9944255,39972,23184089,226198864,752665
4,294886,8241632,42236,25964458,222190921,676715
5,321665,8858291,38454,24574795,226154025,702623
6,301490,8033016,39055,22574933,223191382,748973
7,300187,8771936,39150,24017243,221870098,696487
8,561407,7087350,38498,26336466,224902116,684533
9,294634,6984540,40795,23627411,226084315,685018
10,298608,9345364,38934,24181749,225717878,705552
11,292925,8722402,39166,26300223,224375555,766303
12,294525,7393190,37896,23724437,226624699,678478
13,317089,8790966,40699,24163727,223879288,735179
14,284774,7287963,38252,26126437,225274193,681988
15,294045,6219758,38465,23646393,225747085,747030
16,298528,10027446,39478,24206367,225641980,747744
17,327614,5445162,38765,26870183,225593613,1320293
18,319986,5815608,38596,22821864,224940164,758931
