i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,177287,2791011,16670,13228707,135676611,496968
2,777424,4383218,16890,12419991,136096419,506435
3,509128,5354097,18735,11130634,133624958,1069147
4,217229,3759724,17950,11132894,136860364,502596
5,198910,4631655,17214,13529214,136083248,500150
6,203713,4572764,18105,13310178,137185028,493212
7,190656,4695482,28539,13638917,137436006,514569
8,199423,4600659,27904,13211769,137323441,514284
9,199434,4085233,27549,12908193,138324063,522450
10,191810,2107297,16897,12566086,137503406,500723
11,193656,4154919,28315,11372963,137077922,1017715
12,211536,4622639,18196,11332895,137146005,501335
13,201075,4670891,18433,14857036,135812404,507932
14,199213,4693742,17831,14798422,136091687,491847
15,212197,4612321,28525,14597734,135708538,494548
16,199013,3278315,18056,14354084,136754059,496582
17,209115,4590767,17220,12578633,136310811,504881
18,197851,5799120,17985,11009150,138760790,505188
19,199746,5293872,29693,10985509,134018482,1047958
20,218916,4572313,17769,10960464,137691948,503326
21,196045,4691579,17525,13351882,135347804,497553
22,197800,4618310,17880,13296784,135562823,489771
23,197995,4606038,17822,13515316,137163021,495987
24,205102,4577925,17845,13190789,137427026,489273
25,218889,4528395,27674,12998787,137404837,481815
26,199304,5721912,28997,11464849,137319215,487560
27,191260,2825208,29011,11350643,136343913,501828
