i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,240146,4435170,28698,23806690,191605820,719646
2,4166799,5914609,34350,20631271,190687394,707332
3,3121898,6171097,35608,20307247,196417711,700272
4,493175,7280819,34918,19508524,189617295,1226455
5,304263,5568313,34357,20501403,201726105,822456
6,258680,5884904,35896,20891987,191707603,702082
7,263065,3518435,33910,19593478,190674343,765403
8,258108,4385380,35116,20809361,196616186,757831
9,486083,5717225,34082,20373536,191170156,706869
10,485405,4075494,34971,20068561,204482602,727225
11,264685,6545289,34219,19629922,190979319,1304597
12,303139,5585305,35523,20994925,213293266,823944
13,267231,5598063,33760,22664423,211127943,738172
14,265050,3514952,34749,20540832,216056738,767438
15,260043,3564758,36730,22241680,212537517,696576
16,269944,4834092,35013,21334312,216730978,818037
17,259040,3552538,34343,22199157,214292934,827968
18,258034,3597051,35697,20101971,196474877,755251
19,260354,4009046,35851,22655384,196652824,804928
20,266952,3574800,34398,21557218,201102856,727017
21,260965,4448489,34333,22944325,196411672,833940
22,256544,4173829,37169,20126007,202715811,724771
23,287625,4549386,34756,20501081,201253202,721806
