i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,357685,8707697,34085,27549565,254770249,826817
2,4970804,6232598,40225,28282365,248829176,832572
3,951351,5997095,40026,27448462,249444432,861805
4,336455,6704691,41546,26909979,251846037,829184
5,376308,5661809,42388,25930498,265775793,843037
6,349841,4716232,40488,28834406,247840079,859772
7,336881,5042333,41669,28036426,247470526,850020
8,337964,6014829,41380,26147938,249463556,834765
9,341815,5928385,42098,26987591,251471601,843342
10,642636,4798835,40953,28378904,250499587,824046
11,339282,5311446,39804,27640611,247059706,850113
12,337491,6078990,41692,26758433,248421414,845829
13,366258,5831659,42254,25936306,255753642,840892
14,330688,5781745,41321,29040169,247827345,841005
15,336904,6454626,40799,27791188,246848625,831551
16,334372,7933834,42260,25917133,251477285,839490
17,348346,8877355,44133,26728124,267788350,847984
18,343906,9076603,41197,28146330,248477705,828036
19,341162,8150029,41560,27809710,247534368,858763
20,345693,8586506,42871,26870527,247250111,861535
21,347381,8463542,43884,25789251,252160951,837109
22,336893,9121266,41837,29033335,245929503,885057
23,373026,5287991,42122,27809693,247505177,888630
24,365856,6312860,44499,25919224,256843049,831728
25,356279,6373168,43361,26637345,257999208,833663
26,339221,4983158,41107,28202657,247395812,852274
