i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,85799,2193265,10087,7167913,114051185,337675
2,306402,1332515,11924,5658196,113438385,359780
3,122595,1074052,11292,5702743,112766850,362652
4,125166,2071924,11961,5692696,112970593,341275
5,117047,1136168,12217,5673049,116051206,363441
6,114871,2174786,11587,7529420,117597263,344699
7,125376,2015981,13006,6020913,114436840,356571
8,118689,1092375,11414,6060790,114127354,350758
9,128073,2317502,11754,6081636,113381377,357838
10,127488,2287200,11454,6070331,114153902,345881
11,124257,1984217,13402,6100309,114782142,348452
12,131003,2417595,12134,9237247,114274778,351000
13,123574,2308260,12470,7060097,114932345,353318
14,122852,1887031,12163,6393511,1387163405,376329
15,122170,1492951,14596,6566639,101649993,352103
16,117783,1270720,14323,5601022,101970563,363105
17,120873,1261052,11984,5611288,101042723,348062
18,117515,1257573,16161,6566923,111379868,357205
19,124912,1245501,13124,6025305,104660692,898913
20,154499,1246016,11149,6051827,113116174,392524
21,118928,1269878,12685,6651891,104642229,345582
22,118138,1261046,11069,5592217,103461506,347264
23,118456,1934503,12326,5640944,116450511,365428
24,119253,1291464,24245,6980819,104129558,358465
25,117552,1240697,11366,6104757,106464132,347717
26,118768,1984228,12643,6033844,109480903,351177
27,121102,1258069,11007,6757569,104524052,345715
28,115903,1250169,12102,5606197,99945957,361964
29,116684,1263723,12260,6401459,116402631,345049
30,116697,1269193,11909,6073448,108577254,364419
31,117713,1238082,11576,6074561,100813559,347657
32,117766,1253220,11685,6656306,113424032,348097
33,128233,1287561,12309,5685851,103724067,359774
34,119803,1216431,12346,5643747,106031855,358608
35,118446,1228868,10647,6559960,112601612,350515
