i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,104881,1307422,11300,7790907,107045471,360598
2,230891,1235762,28812,6393462,106557879,380542
3,131528,2043817,13653,6445885,114488637,366063
4,129590,1271073,12088,7532607,114752168,379227
5,128465,1236358,11340,6932469,107596884,367566
6,129576,1232928,11848,6840570,107636861,363280
7,137984,1225859,11186,7722087,115353554,363544
8,128379,1236927,11137,7602499,108343631,363489
9,131078,1238225,11367,6476061,106548269,370513
10,130871,1945137,13347,6444877,122746746,380856
11,129434,1252511,11565,7509701,115057694,364648
12,129411,1329032,11224,6902593,108068520,369589
13,128724,1285204,11170,6883589,108213676,370934
14,128077,1246719,10821,7649480,117656389,366144
15,127545,1355289,12855,7649270,106062371,377493
16,128392,1224759,10897,6488058,106445581,994880
17,157214,1212336,11892,6387631,125367720,373902
18,129735,1222481,11234,7441500,106948852,367871
19,137759,1229015,11109,6876137,107434395,368090
