i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,39324,390942,8938,2107779,122232576,297625
2,55581,516678,8074,2161524,97284301,375783
3,55929,1198217,6849,2044699,100768300,366252
4,57054,421714,5404,2002123,88323243,299237
5,57388,411029,5115,1992795,95240944,377774
6,56303,1177219,7422,2043640,100724288,362111
7,56302,424722,5294,1995443,89152411,285829
8,56397,436653,6116,2022485,94899182,1001837
9,86557,416471,7329,2028418,100072606,373493
10,62707,412242,6070,1992411,88161205,284982
11,56390,436909,6249,2014109,94340638,282781
12,55747,426739,5850,1990374,87674783,370193
13,55875,478938,8394,2149289,88312390,281057
14,56707,436725,6784,2026271,94704574,300335
15,56665,413459,5999,2002769,90180352,496825
16,59314,415197,15957,2325456,88508689,305928
17,57016,409313,5898,2253583,94813232,297911
18,58224,400090,5648,1991832,87138383,374882
19,54911,418493,5511,1986953,88669423,283184
20,54165,410378,5577,2000915,96078358,282195
21,54584,400331,5195,2008390,87841297,366965
22,54902,396199,5459,1995296,88551894,283098
23,54780,396123,5603,1997171,95757636,283038
24,55699,463836,7126,2149685,88007611,356270
25,55493,402563,5934,1983618,89156003,285519
26,59149,396594,11323,1982326,96834391,303514
27,55912,401063,6030,2022588,87927347,366841
28,55951,431799,5640,2017231,91036849,290176
29,78794,400775,7764,2066375,96219095,320327
30,54404,400115,6695,2103551,87263032,367219
31,56132,476735,5312,1994071,89345338,287015
32,54631,561404,5437,2000308,97587211,294166
33,55296,639091,6865,2008445,87482889,358698
34,54667,707095,6595,1988173,92967741,308254
35,122979,879117,8741,2189032,97206502,284777
36,60088,833559,6832,2045152,87514582,371091
37,68853,825815,6365,2193497,90703959,301904
38,62059,837191,6166,2042519,97503117,284298
39,59752,920771,6341,2059395,87971286,367043
40,63926,832581,5448,2049101,91196529,288060
