i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,144595,2853696,14354,10391574,128739288,494998
2,969146,3877659,13257,10573580,126905832,503518
3,183145,2307333,15399,10465446,130216521,486750
4,299519,2136357,15313,10618560,131657204,505507
5,185383,2877858,13845,10570536,140815298,510351
6,183011,2900215,13352,10664361,127407822,503359
7,176711,3854666,13709,10610119,128759289,502571
8,174549,3393010,13446,10569384,127477287,502953
9,170813,1809204,13039,10392175,126170995,488375
10,174175,1784481,14177,10563084,126100461,486787
11,175814,1753805,12878,10417464,125646152,486708
12,176966,1903241,13045,10478211,126207819,486881
13,175194,1748738,14022,10516187,125907392,483622
14,172632,1844640,13536,10579342,125255418,498387
15,174736,1775775,12720,9209081,127047455,480148
16,172509,1962011,14160,9144008,127081236,484386
17,181494,1772445,13881,9175185,125901217,490539
18,173982,2253916,13650,9179594,126963949,484966
19,175843,3333925,13448,9163493,125428495,498922
20,197033,2610712,16137,9184589,136329494,489291
21,165814,2509081,15408,9159021,137836902,502461
22,178464,2815705,16326,9216650,133798046,498617
23,181038,3390591,16097,9190170,143301134,496635
24,174958,4272549,15841,9182056,129696688,515748
25,177648,2983018,14227,10006576,132638681,496016
26,204178,2538895,14764,10133029,131949625,508987
27,187417,3941516,14099,10186580,141992329,507091
28,179351,3265094,14431,10277192,126624439,505080
29,180304,3582256,15825,10268715,126863607,488412
30,176581,1786188,16029,10396717,129088891,493515
31,182178,1769861,14205,11558161,127645075,488080
32,186089,3086543,13701,11537567,127410038,509966
33,179813,3581751,14629,11611922,126187129,487831
34,174717,1824113,14231,11689047,125347351,506035
35,184480,2794720,13650,11770977,125516618,495020
36,177167,2990587,13724,11722437,125899049,494860
37,181142,2413332,13736,11756017,125474514,489119
38,164625,1763346,13907,11820064,125925368,502635
