i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,384701,12827397,33867,29281375,242148503,883723
2,5856274,10503841,43004,32386867,241743046,922656
3,8359204,12595694,44702,31021102,249988046,884864
4,1378751,10928821,41990,31690609,241905533,891448
5,380920,12496099,43209,28478569,244000991,1502502
6,471758,11154350,44126,32495877,241817166,885772
7,368155,12996077,51480,29478850,241499913,1442667
8,404522,10919754,43626,30921889,240557146,886658
9,368450,12793760,43893,28657243,249134622,912973
10,391254,11725759,44461,32156789,247024999,912673
11,371566,10971988,43277,31508515,241728792,885793
12,369973,11946415,42676,31078936,240942927,888096
