i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,126762,1773199,14626,9678084,125041381,425457
2,388307,1657686,14914,10841609,124640539,429411
3,152065,1722574,13986,11063549,116208374,433277
4,151373,1651928,14969,8496793,118420324,430043
5,153649,1767054,15303,8524794,118846417,439428
6,150599,2358717,15484,8497861,131837963,420895
7,157392,1656988,15469,9317068,124305091,411390
8,154219,1674030,15008,9465550,125441835,411018
9,159087,1623148,14997,9185316,122722217,417899
10,152317,1636754,14225,9369299,117180287,417714
11,177708,1670191,14529,8054071,117450383,413727
12,161438,1621924,15061,8067176,116952197,437463
13,152986,2299827,15897,8072312,131624040,420095
14,160826,1729562,14973,8817524,123708690,417792
15,151692,1626954,14995,9121360,124696603,417960
16,154946,1628722,15648,10536983,116260328,420768
17,155359,1593540,15398,10885015,116156386,439536
18,151941,1646086,15185,8572028,118423937,420633
19,153669,1704551,15408,8557003,124779848,426574
20,152796,2256342,16630,8485754,125427059,429524
21,153634,2328238,17629,8502694,125673999,423717
22,152987,1610803,14399,9504271,126068354,428015
23,153988,1594408,14910,9223293,123382662,437619
24,152239,1582352,14234,9317116,115546464,421881
