i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,146023,3363931,13797,11951473,136091531,552293
2,628426,3356772,14885,11574824,137406856,497730
3,741114,3660111,16971,11523410,138963313,500221
4,201978,4313788,15400,11448210,140131034,491502
5,189906,5063666,17704,10704421,140553575,493550
6,196276,5198457,15932,10670513,144007825,503247
7,192080,4243222,17317,10705502,143552762,491876
8,187071,3243635,19462,12280807,144664564,492991
9,186490,2006853,15692,10703161,135309717,504984
10,184465,3833444,14740,10715757,135008926,499661
11,198102,2619750,15809,13044845,131314130,480575
12,185207,2011157,15281,12937553,131644135,485826
13,211768,2358396,14261,12933409,132673848,478305
14,188891,2180984,14943,12823973,131843345,485663
15,192647,3050734,14447,12755717,132879371,491115
16,196336,2273769,14319,12736742,132928753,490538
17,185267,2602387,13894,12688895,133754809,498490
18,184284,2750416,15871,12684787,134192370,489311
19,196838,4292884,16367,11639045,135577115,498963
20,190443,2389437,14826,11358764,146429115,515043
21,197654,4290734,14217,11344039,133100441,498302
22,203154,2616352,15009,11239904,134994257,508605
23,194120,3511431,16824,10347363,139359967,500377
24,186203,4379060,28503,10346161,140868763,492530
25,193293,2702091,17116,10356683,142111071,489372
26,198016,2663259,15469,10375848,144532286,1142205
27,235663,2113630,16640,10408484,143802755,506501
28,181563,1950986,14987,10312370,133973304,492306
29,186777,3596564,14203,10303501,134372870,495459
30,190558,2640520,15207,11793079,131530353,489623
31,189296,2128544,15349,11741082,133447322,485172
