i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,266981,7171950,36563,21027676,203027082,707225
2,3731223,6576748,35540,23335432,202806196,700416
3,3240476,7473046,34726,21753339,204576210,749155
4,259677,7535109,34481,21056277,202860872,710203
5,261941,5215385,37978,21355041,204431388,827744
6,268635,7236656,37069,23159133,203007210,789272
7,260190,7695184,35302,20610362,204256657,804611
8,266659,6496727,37232,21048067,200923595,706496
9,256777,7299957,36652,21320482,203330720,808399
10,259320,5657086,36318,20366502,206654989,703050
11,262694,7557707,34669,21841842,202865522,811325
12,265835,8767760,37525,20236575,204957040,804386
13,253924,7556376,35737,22895087,201521970,758639
14,262246,7601554,34621,21622880,203923925,709221
15,259836,8199107,37010,19946174,203416500,694614
16,264428,8855665,35896,21308110,201980652,808068
17,259828,7636416,34651,20376664,206043641,828140
18,259337,7792227,35137,20662099,204415449,704123
19,260872,6671084,35882,21183118,201719503,722026
20,261899,7544953,35027,22887846,203542722,751034
21,262379,7104021,34495,20447318,206470103,1302320
