i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,39877,320374,5533,1956745,91107646,445868
2,48727,328844,5555,1793148,95835918,290224
3,50289,422152,6635,1910046,89848541,376393
4,53264,433266,5585,1730523,89071974,307221
5,61792,724934,6422,1765687,94862512,288453
6,64250,726886,6456,1814781,90404561,352261
7,54679,744565,5218,1752233,89330297,292908
8,59535,734267,6408,1801116,93701480,354702
9,55444,731176,5219,2543560,98558590,347620
10,58331,738875,6042,1790943,90086457,294137
11,58499,721825,6977,1738256,93173010,347798
12,58720,343818,6191,2581882,107205868,352359
13,48066,518161,6935,1718820,90432474,296317
14,49025,371024,7533,1828966,91374112,346043
15,51964,334277,5881,1741810,94439072,348531
16,54448,348325,6233,1739865,89725963,309327
