i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,214846,7356847,20482,14573159,173016223,642765
2,2381389,2815023,31736,20678435,166998969,592257
3,2160456,5277607,31195,16038595,167402586,578052
4,239420,4345792,34034,15812094,166343144,593717
5,228159,4314879,32564,16450672,168252864,585592
6,226412,5766170,32600,15758634,168858143,592743
7,231448,6101972,32746,16821534,166392240,560621
8,227633,2670108,31223,17270420,167827345,591557
9,222514,2834594,32767,15036502,167834760,592445
10,218460,3926642,21368,16288861,166833513,582855
11,223966,2702344,31851,16281655,168440149,608878
12,220478,6980596,32871,14154179,169715826,580503
13,227935,5405121,38189,17565649,167150962,637290
14,215684,5732666,31975,15576294,167954625,609151
