i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,386138,11389216,45583,32779078,273611249,909441
2,7808750,10507018,47948,30934573,279094675,897374
3,727139,10215615,47225,29684016,277554295,904511
4,1066593,11951665,46835,30862459,279957830,906855
5,831565,9938169,46419,33030044,278378696,919992
6,377421,9529909,43549,32794601,279436040,1015712
7,376398,8291758,48880,34383879,272754133,914065
8,373702,8949246,48354,29549441,278751490,897758
9,435222,10546581,47965,30621127,279844957,926488
10,372091,11695544,45863,33071583,279701174,902464
11,382005,10750387,46317,32824832,276483826,889950
12,382484,11081113,48649,33796794,276219793,899043
13,404363,11578234,60090,29976738,279463443,909897
14,388495,9550819,44319,32501263,278990658,920316
15,378967,8637781,46015,34556651,281651483,992813
16,1372072,8994245,52765,34332015,274042182,894936
17,416681,11373119,48236,30659799,278577141,911237
18,385243,9191192,46221,33005509,279548456,1526604
