i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,151880,3818990,15026,11997929,145474659,579131
2,738509,3846242,17239,11015611,141983717,1071967
3,629846,3753031,16572,10313178,142440126,500473
4,188018,2585296,15443,10733014,143926435,495112
5,194277,2037460,15727,12703705,142355286,501137
6,187551,2428659,15238,14184224,142853646,504685
7,198935,4387489,15199,12813917,143238298,479780
8,196157,2515765,15266,13671221,142399265,507151
9,190077,2087047,15331,12402523,145395924,479857
10,201560,2717090,16421,11727605,144071447,503062
11,188858,2014260,16561,12075192,143773039,484759
12,212735,2051407,15595,11384240,141622631,493059
13,187093,3781543,28493,10695223,144490484,509673
14,200795,5285346,17514,10244047,140643325,498877
15,194401,4895443,17886,10691300,141888483,482169
16,194668,2670190,17384,10248857,143433869,496178
17,189638,3838707,17096,10652069,144354665,488221
18,191646,3994971,16228,10311083,142607239,1076484
19,213221,1981040,17137,10652894,143221081,1054531
20,206006,2683497,16348,10308469,142439982,481142
