i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,264731,5244062,26861,20398302,192610587,667153
2,3641563,5100813,35886,20666924,188776153,697886
3,3236650,4902220,36018,20722180,188393379,743426
4,256708,5674504,35965,20478840,188662002,684568
5,257357,7147285,35571,20291606,188471461,762538
6,256287,5560843,35402,19311287,188989756,741273
7,255396,7043381,35309,19314807,191174910,679144
8,256315,6273288,36745,19285412,191442869,675245
9,264075,5948208,36202,19260935,191507713,676784
10,253981,5207622,35238,19220546,193429944,748262
11,259291,6264271,36326,19247466,192441768,703017
12,267056,4638768,37133,19249128,191957742,683549
13,252573,4583924,34857,19285457,191155027,666567
14,261358,6283277,35486,19281256,191435728,669996
15,255755,3625647,35717,19409826,194246340,701981
16,250199,4383627,35035,20130853,191548422,699429
17,255135,4534155,38139,20406724,189789917,684151
18,251823,5187971,34238,20522697,190473966,737378
19,256923,5162310,38624,20656017,190480281,672720
20,260113,6305053,35527,20746793,191228103,695290
21,255891,6267383,34179,20882860,191035284,695502
