i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,341803,6297370,42915,26813064,248271293,826789
2,3640630,7024610,42945,27088930,251860856,854698
3,3406778,11156066,41124,27663645,250700670,852247
4,661093,9761052,40540,29454898,249965800,823351
5,641817,7707406,40360,30120658,249668856,831119
6,344589,8661441,43228,25853376,251271184,848372
7,359517,8957994,41275,26853667,249787207,830675
8,334585,7081158,43613,27269966,251175017,821321
9,329979,7250922,41836,28908341,251134637,831072
10,343201,7216367,40911,30338437,253521300,840816
11,356525,7506586,42530,26009278,255893613,823656
12,343852,6978449,41716,27004825,264117054,840716
13,332970,7252680,40684,29761157,251332486,1384200
14,375087,8408931,41409,25753325,251623305,829515
