i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,392549,6170353,60351,32257770,349766488,932387
2,7855070,5836297,47874,30252261,350526951,938005
3,8199441,6709544,49332,31789877,363153390,938261
4,720693,6620242,49835,30132759,351340570,916982
5,414434,6688849,54145,31392151,355609031,902694
6,378841,6425809,48631,28903287,351787487,1586953
7,411848,5282651,50089,31694606,358645547,914409
8,401191,6968625,49448,30143994,356437894,1553003
9,420287,5265475,48934,31305943,358768187,917982
10,377831,6321138,48636,28939769,352097699,1566175
11,440768,5379766,48156,31703579,365558493,953027
12,373401,6582884,48447,30128289,354726291,920963
13,370561,5206023,47480,31421242,356672078,927237
14,398204,6312987,49339,28867895,358437429,909320
