i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,326101,6284562,39469,24775056,233281923,772151
2,5809428,6331045,38070,25006588,228141085,758932
3,7444128,4443217,38284,26553972,225816190,787268
4,711857,4531236,38529,24980941,228785127,773230
5,321097,4389338,38452,26011390,231196235,780927
6,329161,7229799,45113,24242771,228561256,757073
7,318460,8158656,39077,25048825,229613935,799956
8,351380,8742349,40346,24081642,238572670,768682
9,318604,9191427,39359,24959186,231329766,780726
10,317155,8585742,41061,24091780,245127772,778301
11,314065,6806498,40764,24923108,227729683,741163
12,330298,8189667,37308,26328678,225169096,783913
13,327425,5175492,38113,25164958,229972029,756567
