i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,122216,228378,6007,4303574,39831,350850
2,57256,290881,5700,4383120,28886,258424
3,87895,293384,4557,6244209,27666,261820
4,66410,321138,5221,4507705,26641,300348
5,67395,293742,4801,4310330,26656,312600
6,68415,290421,4193,6768709,22881,258099
7,58066,285911,4621,3752311,22604,271382
8,58008,269397,5278,4226806,23799,272285
9,58550,265069,3923,3972701,21940,257146
10,67951,266315,4034,6226632,22056,256696
11,64234,280695,6521,3971769,21644,254173
12,57601,266169,3786,4072859,23045,266594
13,56949,266838,4114,3806845,22160,255610
14,73263,255837,4620,6127073,21740,256526
15,58439,276807,4777,3884205,21881,257752
16,57579,292128,3925,4238791,22010,257047
17,60727,273961,3945,3806563,21076,2585337
18,57104,281260,4117,3781204,22705,266124
19,57826,267743,4055,4147394,23125,260469
20,56887,270769,3851,3892510,24566,254752
21,71001,255337,3873,6172187,20649,258743
22,56701,271100,4118,3783489,21043,255268
23,57310,272454,5076,4124272,21417,255204
24,56173,260603,3802,3853206,20880,271441
25,66682,259553,4579,6140643,20593,255472
26,57826,315521,4150,4084281,21173,256097
27,57534,280409,3988,3853621,21101,267858
28,56499,268335,4186,4381197,26742,255233
29,57532,2627191,4193,3770867,20997,273752
30,56745,269209,5036,4003750,20847,254048
31,70904,269632,6068,4384290,27406,264320
32,71241,262151,3988,10709700,20705,278030
33,57007,273980,4207,3864579,21327,252404
34,57441,275216,4185,4363722,22061,459789
35,56397,268262,3881,4258988,22086,266069
36,68118,254554,4032,6162870,20883,259395
37,56789,280864,4776,3820879,20414,252767
38,56403,268925,3726,4101647,21199,265859
39,56407,265460,3865,3822300,22011,255019
