i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5039268,2109065,36166,94570399,66038,791291
2,1520361,1950468,34775,88368805,64259,785901
3,316818,1986611,21769,86370674,53390,2608893
4,313032,2087263,21645,91248850,56876,785812
5,315970,1975856,21987,88217400,58417,786051
6,314826,1984238,22449,86093545,56499,2472569
7,315204,2082320,21612,90841285,57579,792232
8,323100,2002795,21650,87424246,56107,787894
9,315342,1983296,22448,85955853,58296,2485672
10,315254,2245880,22196,90847600,58287,789399
11,316954,1977771,22324,87491853,58431,807889
12,315325,2017288,22609,86022997,57915,2465667
13,315316,2094291,21305,92041955,57804,791634
14,315037,1984099,21161,87342105,57378,790333
15,314354,2042434,22009,85871825,56296,2461349
16,315191,2087662,22026,90928707,56274,810165
