i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,780499,620112,12522,20846580,58557,392225
2,107011,638149,8110,11143091,30690,369126
3,106142,3031915,9299,10924231,27457,377700
4,118118,610190,7970,13004881,27394,378991
5,122186,619296,8220,12913217,29969,365212
6,117865,631975,7947,12934841,30496,370486
7,124777,633271,9047,12672071,34415,366585
8,117734,638090,9053,12991497,31564,372162
9,119370,641836,8186,12670588,32983,367750
10,118048,638114,9173,12807874,33051,365650
11,118931,635885,8845,12845364,32898,364287
12,117599,671616,8415,12824674,32312,365684
13,116188,643627,8552,12895049,31517,364211
14,117358,638290,9201,12785355,32379,374431
15,117679,631400,7893,12866470,32429,368991
16,116475,630968,9256,12789215,32955,372817
17,109352,629297,7752,10901677,31597,371925
18,108289,2742587,8278,10716803,32485,376416
19,122492,634971,8666,12726297,33373,377721
20,120230,657001,8596,12778512,32796,369866
21,119456,651284,13106,12789969,33395,364758
22,119622,649183,10064,12618075,33615,375769
23,125297,652377,8791,12879829,32776,365427
24,118936,646374,7907,12646089,34238,374117
25,119137,656019,8590,12790574,38567,365181
26,119489,706948,8527,12897257,34534,365740
27,117417,659806,8545,12757237,35733,361217
28,119260,652534,8563,12827811,34423,360410
29,117966,648619,8614,12744744,33789,357379
30,116543,642871,8021,12847533,33161,356317
31,108177,641241,7757,10717151,31530,2342273
