i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,64783,319584,6446,5437042,42708,369525
2,66409,325017,4723,5375273,26884,2110814
3,90240,390422,5770,4952378,29680,303722
4,73229,358731,5362,5865260,25738,338811
5,83378,352113,4915,9881024,23373,274887
6,65976,343796,4529,5050304,23440,271108
7,66704,343426,5682,5102549,23678,275186
8,83519,330403,4640,7356856,22114,275222
9,69038,340364,4982,4925490,23342,270091
10,72254,328952,5265,5207036,22366,274375
11,82219,332040,4402,7048158,22149,285930
12,66846,330651,4899,4961049,22819,270087
13,80049,331686,4712,7370473,20955,274768
14,74831,331798,5504,4912491,23188,298858
15,67117,360755,5211,4992459,21531,274175
16,84075,335429,4682,7327524,20682,269849
17,66944,335560,4809,4900983,21127,282300
18,66268,334663,6100,5042442,20770,285046
