i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,4356050,2162469,35095,93879273,61613,770215
2,1238066,1974363,39550,90678884,82934,1184512
3,315319,1998017,22797,84941533,57891,806416
4,319062,3515174,21336,85397445,56459,775126
5,309561,2147034,21902,84661192,55686,775726
6,318667,3375727,22061,85273412,56529,768382
7,308314,1946269,22650,84393518,54430,780556
8,309504,1970401,21187,85809696,56363,766372
9,312976,2022892,21375,84127122,55736,771703
10,310637,1950337,21524,84263018,55730,780641
11,308465,3435431,22501,84135445,56242,775916
12,320129,1980683,22354,84230696,53586,780615
13,307746,3323976,20920,88986404,57292,770386
14,309204,1985175,21936,85014130,58986,763287
15,317433,1952179,21953,84103951,54003,2571389
16,308181,2102756,21382,89880658,55823,786269
17,318044,2062527,22461,86388108,54762,789943
18,308406,3562392,21598,85564570,53283,787164
19,312468,1971228,23183,85344184,52818,771159
20,310958,1996562,21784,85276918,54820,773339
21,321885,1985664,22595,84326784,55784,776610
22,316280,1987610,22816,83754665,55047,2528431
23,309019,2059680,21993,90464611,56594,780809
24,308713,1987633,25161,84022256,56764,779782
25,308956,3495212,21612,84673497,52850,779120
26,310221,1960104,21344,84098609,55591,785149
27,311870,2005884,20325,85328502,55152,775617
28,307922,1995915,22633,83881770,55225,782126
29,307683,2096149,21807,83939379,55973,2535609
30,317730,2101203,22392,89315204,53634,778859
31,306573,1966884,22161,83977016,56619,782865
32,308531,3378357,22427,84233815,56122,786523
33,309839,1957309,21007,84183987,53944,775417
34,311302,1985280,20232,85507723,56858,772791
35,309677,2001510,21247,83924041,54948,770447
36,318174,1940260,22361,84205338,54873,793101
37,306311,3388253,22874,89954279,54490,799360
38,307178,1990821,21918,84327508,54620,786284
39,316364,3359734,21946,85048942,55593,778024
40,307662,1968110,21470,84208719,53093,782994
41,319538,2074676,21387,85399194,55037,791757
