i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,122474,240954,4169,6460497,21504,347953
2,51509,240936,4345,3533841,21047,261014
3,51830,243845,4092,3567830,20455,245591
4,50543,250673,4598,3638003,21616,245461
5,71360,231400,4049,6349398,31864,274110
6,52663,279073,4899,3677551,33047,290504
7,54256,249124,4658,3545433,20243,246753
8,50011,239538,4191,3563799,20659,245613
9,72306,240148,4178,6186389,20820,242063
10,50975,247779,4521,3512478,20421,244838
11,50056,247143,4600,3564220,20417,244047
12,49724,245577,4198,3589576,21628,240778
13,67531,244136,3967,6050116,21022,244252
14,49760,246935,3865,3516864,20445,246632
15,51082,249266,4113,3576020,20083,243261
16,50878,253391,4437,3554593,21032,260016
17,68035,238179,4638,6011614,20272,239110
18,50123,246857,4634,3510568,20750,242080
19,50183,246869,4188,3548631,20118,244117
20,54980,240289,5477,3663151,21172,246234
21,68415,239902,4046,5913320,21080,239760
