i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1733788,1739982,31646,75664243,52475,655102
2,1017057,3972572,30970,76646369,53431,664340
3,583930,1598061,18997,79885769,49830,764283
4,268348,3646698,19183,75061227,46692,613113
5,515055,1591369,15652,74779364,46966,637686
6,521146,1622328,17482,76423626,46647,610580
7,263638,1598669,18056,72198603,45990,653756
8,258758,1711811,17552,73640914,46661,635669
9,258542,1591109,17053,69180953,45180,609696
10,260265,2715693,17719,75816076,47582,663328
11,259336,1627799,17759,69382777,51582,633058
12,268934,2413801,16680,75666149,48181,622107
13,257017,1641222,17132,74549932,47789,627540
14,267731,1590324,16198,73144876,45141,625512
15,257158,1629464,16938,71700930,47165,613814
16,259089,1590300,18229,73595728,45514,619309
17,257186,1629263,16259,69091781,47225,655012
18,257871,1579067,16400,74297982,43692,2540364
19,267023,1668263,17748,74990914,45273,609556
20,267990,1583353,17770,71544895,56683,2531753
21,256776,1692593,17865,71930019,47218,622564
22,264741,1734593,17907,74302639,46094,2478657
23,259062,1679814,17178,72261763,45102,631563
24,257861,1604412,17488,68847284,45396,710810
25,259744,3183897,17279,70174093,45332,644573
