i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,34955,133109,4851,1907695,48920,416280
2,36509,151449,2760,1978785,37520,263024
3,34394,138770,2680,1864227,19507,220432
4,34055,130211,2460,1862606,19621,222053
5,34155,151839,2384,1955882,20054,217332
6,33335,131107,3809,2220152,21295,240027
7,37185,3269067,2558,1853802,22385,322673
8,37394,151024,2607,1906056,30556,260061
9,35170,156206,2584,1953873,30856,245310
10,37351,151387,2586,1993137,31094,270588
11,36339,146579,2499,1969866,31271,241007
12,34673,148711,2717,1909131,20045,225507
13,35089,141935,2945,2206013,19329,217453
14,34411,138922,2486,1877043,18767,232151
15,52022,135872,2585,4419679,19815,277430
16,34711,136605,2384,1834891,19681,217223
17,33798,143347,2452,1844374,19900,218078
18,34452,137255,2476,1862269,18919,222275
19,37319,144973,2479,1840500,20189,215174
20,34252,139691,2920,1899081,19700,217991
21,33065,140560,2520,2120013,19745,227178
22,32778,139861,2326,1866696,19212,220352
23,52034,134307,2467,4358191,20481,256405
24,33143,138305,2527,1830018,19089,214899
25,33895,145187,2568,1848951,19294,233527
26,34403,137323,2670,1836477,19071,217800
27,32754,139564,2494,1855009,19493,214696
28,33930,138881,2366,1860050,18715,222766
