i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,6082935,1888292,32127,77164272,60764,710642
2,1051194,1751100,30785,69089522,58996,685020
3,267581,3303352,18891,75649685,53717,672917
4,267236,1668353,18150,69956645,52923,684766
5,269630,1674749,19434,69645445,52616,672972
6,266859,1705883,18475,69622371,53375,677706
7,267965,1656368,18376,69646903,52298,661763
8,267619,1829558,18549,68104560,53287,2639051
9,268282,1794023,18810,74955831,54703,678049
10,266956,3214568,17856,68539352,51652,675762
11,267742,1683811,17858,69446685,51916,677951
12,275224,1680061,17435,69513132,53000,680238
13,274147,1674149,19586,69363377,54911,660285
