i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,5132370,1913055,33107,84463720,71088,794665
2,866399,3427791,21765,81469492,81734,763622
3,288344,1856501,20304,80137790,66703,759252
4,285761,1844376,22249,80296660,60258,774549
5,287993,3339923,18920,80940459,59096,754915
6,336560,1800243,23750,89626645,64466,826626
7,287309,1839282,19127,81130155,62999,769443
8,288388,1790354,19979,79524764,58311,781231
9,297757,1819127,21889,79707458,61791,828737
10,289342,3625965,19661,79576194,59973,779820
11,298852,1790855,19601,79508355,60771,781802
12,288337,1859944,19142,81314551,59911,778980
13,287400,1800509,19949,79294257,66058,769608
14,288033,1846690,20083,79549935,62008,781240
15,293511,3411479,19677,80006122,60519,765357
16,288804,1775431,21051,79447391,60281,773639
17,288335,1852802,18302,80961482,62075,761947
18,289366,1796824,19326,79532585,61512,777133
19,286446,1837494,22525,79452953,60395,782857
