i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,103942,540248,7797,8136360,34261,321072
2,84048,506360,6215,7068001,27642,392391
3,121883,512117,6381,10042529,43316,334488
4,84144,533051,8541,7562103,23356,303588
5,83305,2468264,6507,7167155,22055,317924
6,106407,488010,5410,9632061,22538,301599
7,83888,493899,5638,7063733,23004,300965
8,104403,488784,6125,8330352,21537,311738
9,83805,495776,5811,7076471,21549,328928
10,102579,476844,5791,9032672,21631,317765
11,98174,489487,5546,9547379,20758,303008
12,84228,565757,6331,7305373,21231,317287
13,103559,484629,5543,9059506,20157,311725
14,84157,483749,5945,7068765,19958,321467
15,101191,478337,5464,8315146,20118,297688
16,83657,481755,7228,7156094,18694,302360
17,103135,497020,6026,8951463,20123,299439
18,97125,486523,5782,9504268,19908,294898
19,85240,502940,6138,7060057,20007,304041
20,101438,478264,5620,9037395,19684,299973
21,84938,497785,5666,7073105,19938,323871
22,102268,472476,6312,8289497,23704,299967
23,85700,485993,6409,7456081,19588,302905
24,85070,2639101,5744,7036657,20570,308853
25,99518,497030,5780,9604237,19861,297370
26,84722,486402,5588,7049766,19382,304989
27,102128,481294,5631,9013882,19665,299123
28,85100,475973,6425,7099349,19071,306798
29,103166,483814,6381,8284314,19437,303403
30,83661,475837,6117,7456577,18968,2462542
31,85454,496672,5771,7025032,24331,302692
32,101523,482047,5900,8348124,19054,297486
33,83772,502805,5691,7059827,18761,307807
34,102568,483543,5502,9033828,19798,299885
35,83537,488315,6345,7092598,18269,300539
36,101583,481448,5844,8265782,19063,298914
37,96440,513281,5793,9657631,20419,296486
38,85054,485524,5645,7020786,18831,301508
39,101167,484122,5779,8364724,20214,298440
40,84737,501039,6063,7069375,19188,303224
41,102131,478946,6614,9005214,20002,302743
42,85022,479204,5833,7098783,19262,305619
43,102027,469378,6045,8264295,19215,315218
44,96386,478283,6279,9643332,19906,292305
45,84032,477118,6189,7181029,19290,311521
46,106140,474333,6408,8401268,18611,293973
47,87389,499861,6526,7104929,18877,307502
48,107874,470033,5643,8997258,19568,299260
49,83750,479757,8036,7327860,19498,301553
50,84148,2369256,6518,7019743,19894,304281
51,101636,480763,6036,9598991,20266,306818
52,83919,492699,6168,7055708,20273,316809
53,106291,473256,5759,8321898,18769,295386
54,84797,481423,6010,7095306,18722,305062
55,102011,479531,6004,9009280,19517,301841
56,96221,475795,5655,9544761,19583,298163
57,85333,499899,6307,7032666,19506,303700
58,100792,475205,5726,9030881,19320,293931
59,83970,482952,6686,7111849,18731,309484
60,101557,469126,6711,8283094,19111,312143
61,88455,476385,7804,7159501,19053,311828
62,102978,470490,6624,8925708,20050,314736
63,97289,484317,6246,9512229,19636,296019
