i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,153089,380625,5297,8143940,22582,316360
2,70930,402074,5961,5656482,22273,301113
3,73804,382668,6216,6160083,32989,325609
4,86617,381461,6764,8222154,31795,325250
5,72616,418098,5036,5939494,21265,300904
6,89496,385424,6303,101371242,23062,336117
7,74245,401303,6433,8782089,26801,273744
8,227396,393916,8777,328922792,39340,291962
9,85752,648519,7672,7721557,48403,306294
10,81139,607466,12081,9980955,39196,705358
11,143215,517903,7584,261126401,46728,323993
12,79387,566443,6210,6011846,27665,292197
13,133195,444127,7177,8696129,25735,293863
14,76913,423385,5883,5715709,23871,299200
15,100639,407697,5764,8697158,22387,286695
16,76489,421155,6646,5596710,22206,305767
17,72987,401380,5682,5681443,23849,287970
18,98951,411199,5703,7340966,20867,284910
19,79062,408171,5844,5621833,20860,283664
20,100574,395601,7618,7992282,37997,293017
21,74274,406849,5545,5616331,20129,285134
22,93393,393932,5325,7975035,21211,280753
23,73389,396367,5980,5619599,18690,288885
24,72410,395707,5381,5881317,22621,285495
25,74427,2483913,5867,5516199,20170,299032
26,72674,387683,5098,5629955,22415,284746
27,93390,388357,5695,7768046,20401,1846947
28,81062,407972,7929,6161837,22363,283730
29,90467,408178,6265,13728539,22903,277978
30,72372,398934,6990,6282783,18911,285294
31,90939,395820,4950,8099146,19724,283058
32,73721,405298,5190,5542474,19172,284879
33,73670,383811,5408,5691630,20690,288319
34,97257,381703,5250,7779864,19723,296732
35,73597,396668,5567,5656785,19208,287569
36,93901,392489,5361,7877480,19471,280605
37,74192,390785,5580,6344537,19599,281869
38,95300,385296,5123,7975325,20266,277012
39,73969,389587,5860,5591641,19148,290612
40,72556,397385,6868,5789550,20483,287318
41,72832,2291851,5663,5542667,18924,281118
42,74573,406816,6734,5666719,19408,300369
43,91884,383516,5412,7838286,20004,281896
44,72833,533850,5983,5885234,18957,288482
45,88953,389973,5043,7933161,19466,277736
46,73432,411215,5327,5557060,17609,287920
47,72225,384904,5396,5860227,21443,2341208
48,73481,414275,5764,5549522,18919,303268
49,72201,380260,6364,5699869,30349,297208
50,93464,396284,5120,7374364,19375,282817
51,72615,398791,5264,5672248,19073,294271
52,89640,387404,5176,7976328,17935,284854
53,73631,390229,5479,5607494,18642,286808
54,88371,395970,5180,7952708,18839,281495
55,72924,387942,5391,5585091,19094,281308
56,72201,388553,4972,5840846,19398,285192
57,94290,400106,5455,7661420,20216,296283
58,72460,411967,5126,5631133,19489,283281
59,96187,390899,5517,7879166,19760,279699
60,72648,388542,5892,5630005,17718,287713
61,89276,390421,5182,7921113,19408,282017
62,73131,388476,5880,5592997,18929,287994
