i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,459146,607358,8787,12009011,49877,407449
2,114826,682598,10358,10630563,37422,399183
3,103761,1858702,7923,10447804,32946,359316
4,117472,594343,7749,11155238,30741,355131
5,117707,599625,7311,11039700,30091,350901
6,117177,592305,7309,10869846,30595,338910
7,117257,593689,7886,10890416,29384,340723
8,117578,593828,7633,10852131,30279,337651
9,103554,590025,7341,9815238,29631,1432073
10,101702,573748,7450,9771589,29507,348248
11,125899,624694,7665,10844885,28540,346550
12,116766,649387,7154,10923576,31659,343782
13,117600,587718,8595,10828689,29535,339420
14,118622,584157,7199,10835844,30537,340689
15,117501,579720,7762,10872311,29811,337838
16,117072,583047,7230,10897850,30220,346867
17,103835,579666,7800,9786734,29628,352467
18,104876,1652128,8039,9750812,30170,340033
