i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,2181894,4155717,39326,120525313,77949,830085
2,1565587,2266848,27039,107518630,76419,836835
3,323996,2082983,23564,93927816,55843,807515
4,325629,2087709,21922,93848119,57148,833638
5,332865,2104327,24760,95144073,59272,824603
6,325487,2081549,21116,107946203,57692,795774
7,325808,2052850,29681,93783656,60668,790989
8,335447,2067419,21261,93848298,58326,822675
9,334242,2055352,25185,93638340,57951,791242
10,336781,2063953,23027,93525833,58149,806385
11,336262,2063216,23739,93695361,56738,817546
12,327088,2237237,22147,93171924,60391,775900
13,323334,2130550,22902,93014584,56449,786461
14,331134,2086073,22192,107469125,57108,814183
15,333214,2059541,22750,93668868,55846,817517
16,333302,2035715,22768,93485909,55454,791905
17,324156,2067790,21773,93139971,57938,808729
18,326557,2091118,21807,93267825,56534,812739
19,325566,2046350,23184,93092918,58639,807008
20,332452,2081451,22676,93103855,56617,800458
21,324843,2066979,22704,93116881,55571,803359
22,326403,2070698,21693,107614172,58656,828161
23,323995,2252976,23020,94081840,57132,802743
24,337243,2082765,24425,97968696,79291,808708
25,327841,2097217,22411,93424150,55933,820440
26,326547,2072942,22307,93429761,58516,796538
27,322972,2096337,22020,93671007,56797,794213
28,325277,2079382,22596,93372304,56554,817619
