i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,771230,899169,16245,22120606,77447,470924
2,646398,1038362,10945,19860054,33038,1407347
3,330993,982679,10695,18912176,35198,470698
4,182660,1003648,11138,19917963,32750,462997
5,182510,1028702,10553,20295065,33863,433467
6,180520,1025570,10938,18672768,34250,446257
7,329146,1936527,10394,18669085,36429,466722
8,185458,994554,11020,19807686,33995,436616
9,183594,1033845,11586,19841510,35986,432598
10,178233,1013323,11491,19031811,35464,469556
11,163028,1974470,11698,18707336,37503,450244
12,189209,1039529,11171,19726790,37101,440373
13,183969,1036395,10382,19801470,36152,419956
14,177394,1036248,10903,18796158,35521,463859
15,189724,1037546,11345,19567777,36497,449445
16,187560,1043216,11759,19598949,37825,440065
17,185326,1050364,10956,19892925,38140,421217
18,184002,1050763,11768,18950220,34675,461656
19,186835,1031794,11635,19663978,37220,461447
20,195074,1052661,11512,19693521,38254,438186
21,184883,1050405,11323,19094676,36216,1356290
22,178329,1010437,11662,18607992,35541,456210
23,209832,1041318,12180,19825655,44364,457665
24,187689,1046646,10809,19607629,36762,428470
25,183047,1047057,11671,19166349,34551,471418
26,176860,1962517,11550,18626264,35014,464666
27,188130,1031651,11338,19639146,35485,428770
28,185151,1047226,11429,19832684,36811,427938
29,181507,1044497,11695,18753367,33649,444425
30,165266,1968614,12284,18601460,36732,461949
31,184983,1028039,11140,19842184,36892,444049
32,190243,1044905,11697,19968421,35471,421474
33,181982,1044578,11217,18860346,34860,464835
34,190109,1026583,11021,19880421,37580,457279
35,188023,1046018,10703,19595256,35914,440615
36,188571,1040774,12249,19633822,37208,435865
37,181614,1032956,11759,18988443,36954,445698
38,303366,1028170,16966,20020182,47584,628563
39,189336,1078779,11704,20301721,37570,438528
40,186511,1047845,10543,19701696,39297,437784
41,178794,1047390,10661,18732496,34032,464277
42,192535,1163658,11605,19667385,36576,446359
43,190308,1046944,12000,19755052,37132,437022
44,181400,1038120,11375,18675768,34838,1376606
45,182043,1027523,11186,18628039,35489,459691
46,190019,1024867,15887,19636261,37274,444518
47,191274,1054670,10612,20059795,37151,430809
48,182133,1055208,11766,19117173,35317,473922
49,169865,1988262,11115,18676330,37846,454906
50,193385,1023225,11352,20096618,37664,439222
51,186480,1049429,11843,19788355,38049,431164
52,179245,1044597,11128,18831246,36600,453931
53,159722,2013558,10757,18463084,39098,453173
54,188659,1048579,11516,19808697,37027,443636
55,191509,1053661,11869,19999227,37312,420922
56,179474,1049661,10768,18642788,35029,455940
57,191375,1041870,14767,19634412,35744,453754
58,189030,1056651,11159,19823922,35801,448869
59,194186,1059267,10728,19644972,36420,432448
60,180914,1038180,10551,18517320,35310,443172
61,189793,1026942,11304,19663587,36243,465389
62,197205,1056989,11975,20282536,35782,431955
63,182723,1048937,11081,18792639,34197,1383668
64,184334,1024364,10202,18633231,35500,457602
