i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,1093634,839162,33453,15520065,44826,457623
2,292420,826718,8267,16694817,30072,435669
3,157827,805780,9045,16701522,33201,425139
4,153961,831060,8737,15270208,31760,430143
5,154285,830691,8266,15287266,32173,423323
6,147519,1804281,9503,16715772,38297,421205
7,154750,907799,8807,15315073,34800,423391
8,155337,851021,8447,15274845,33939,434327
9,148289,1835339,8898,15176224,37532,426868
10,153466,846659,8824,15233944,36774,433936
11,154750,846415,8620,15237068,35662,1393096
12,153642,841104,8946,15235886,38850,402153
13,154059,859802,9218,15191549,43128,418206
14,153861,859322,8705,15243293,36879,1383940
15,152440,848292,8952,15148607,38999,413576
16,152490,869509,8535,15230219,38039,417857
17,170139,860385,9746,16238870,39374,396191
18,157771,880130,9425,15126795,37156,410076
19,157028,879247,9025,15230281,37950,436019
20,165816,868517,8362,16231870,38314,396863
21,159017,935535,8699,15349607,37033,421732
22,157308,875111,9455,15273432,38819,411416
23,170336,872653,8656,16225941,39951,393249
24,158246,886463,8614,15163213,39025,436819
25,157193,887996,9312,15214328,37010,426157
26,165113,883544,9164,16195037,40075,397366
27,158638,921901,8950,15200584,37515,416746
28,163245,886327,9284,15259371,38217,424543
29,166217,877364,8780,16195369,39364,404475
30,161269,892741,8673,15150086,39754,442007
