i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,405337,718794,9253,9532299,43250,347610
2,156387,605102,8925,11447847,37515,371607
3,115079,624657,7251,11313598,32289,359167
4,114862,569714,7700,10646945,30218,342581
5,114365,555622,6989,10619910,28231,329080
6,100959,558710,7127,9286485,26528,353323
7,120828,593081,7560,10501467,26841,340401
8,114481,560992,7770,10462973,26203,351038
9,114160,559438,7310,10386082,28152,334151
10,102769,559530,6902,9307448,23816,1454815
11,100922,563019,7300,9220404,25898,337303
12,123137,586419,7621,10348287,26303,346272
13,114768,576881,7309,10508170,26097,341650
14,115499,571251,7339,10409349,25631,335515
15,101754,553735,6869,9292262,25257,335994
16,100597,1713557,8183,9218540,24291,344967
17,114248,569206,7475,10359424,26745,331192
18,115186,567432,7287,10523748,26536,336899
19,114510,563406,7780,10420388,26137,331528
20,101728,565697,6762,9248802,24543,355821
21,124175,590188,7448,10374137,24611,337009
22,114739,575890,7123,10343922,24615,341691
