i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,3839826,2125832,33369,87370381,64733,762764
2,1411606,1798747,31736,79025491,61356,753438
3,289831,1848663,19453,85793239,54556,759016
4,290403,3439563,19734,77879952,54475,748742
5,289382,1823763,20548,78968010,55080,755466
6,293852,1839368,17870,78597889,57175,768459
7,291152,1905613,20569,76775414,55425,774625
8,289617,3198451,20031,76946595,53730,761321
9,300086,1826807,20243,78186189,61048,752456
10,294039,1827587,20206,76515744,55937,753465
11,298745,3286789,21199,76876801,53911,749288
12,296613,1950866,20748,77810253,53046,745900
13,300852,1823790,19563,77986780,55548,739824
14,291011,1857159,19937,76421508,55235,755015
15,291060,3278641,20458,76651522,54601,756641
16,292048,1820580,19236,77872394,54726,776457
17,291381,1831308,19643,76674820,55196,2857728
18,290200,1964929,19139,85064499,56362,753806
19,298544,1852478,20558,78470518,53760,772294
20,290387,1855288,20050,78244458,54869,751281
21,291559,1855385,19932,76698121,57378,754716
22,289356,3298651,20193,77064800,58406,754597
23,292606,1842558,19204,77796344,55477,751893
24,292295,1863605,19399,77892753,56286,758747
25,298325,1968846,20567,77008222,53876,730340
26,298560,3250959,20399,76727660,54210,764859
27,301285,1848844,19735,77860727,57352,756392
28,294224,1824937,20362,76666672,53649,2817570
29,290578,1939803,20456,85438228,57054,766833
