i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,3416477,2954820,36275,86619830,61217,3607911
2,1098775,1841268,31152,85737209,65151,674088
3,566623,1783073,18636,76205944,54295,679852
4,280707,1807234,22918,75588696,59158,671367
5,278847,3492217,19135,75848954,56424,673958
6,278607,1787268,20100,75547564,54119,665436
7,281447,1853220,20321,75572302,58233,668962
8,281418,1811544,20087,75294103,59003,673101
9,278567,3327026,18555,76406966,55265,671788
10,281630,1753349,20945,86118464,53145,668355
11,280380,1798044,18551,76431269,53396,672927
12,278706,1761625,25318,76122163,61332,3318631
13,279486,1829923,19613,85175903,55915,671478
14,282128,1770456,19568,76003084,54189,679788
15,281999,1778528,29577,75407294,56066,672968
16,280178,3456622,18504,76235293,54575,659331
17,278142,1789285,19849,75223462,57979,655913
18,280667,1781871,21051,75444863,53492,672475
19,279372,1809876,20195,75237059,56424,669030
20,280095,3366181,19237,75954263,60048,657919
21,281380,1736518,21350,75547449,53916,678612
22,280286,1759497,19568,75694633,60090,664632
23,280071,1805468,23594,75031048,55499,3262050
24,284669,1814119,18983,85598460,56414,656749
25,289445,1759540,19521,76241910,55085,654359
26,280344,1786995,21832,75678568,58511,684520
27,290407,3468306,18146,75692452,54097,658284
28,277348,1769926,19780,75304306,54433,665156
29,289334,1745129,19946,74915611,53466,664280
