i,no_empty_cluster,sstep,lambdastep,gammastep,rstep,loss
1,446362,1211204,13292,38255268,44019,606820
2,832018,1310222,21770,33298189,60134,542369
3,430265,1307082,13801,31416950,40683,1578454
4,835889,1318972,20716,31354865,59377,543195
5,416467,3242334,13724,31020731,42763,575348
6,449193,1337191,13898,32349652,42471,569791
7,241353,1342727,13662,32819706,42102,568674
8,238100,1350494,14478,32683595,41727,554702
9,236993,1353055,14621,32877782,42209,547887
10,238051,1352004,13234,32780675,40351,522519
11,233086,1327084,13731,30985230,43992,547276
12,230692,3160674,20695,30920448,42637,541444
13,252542,1344736,17632,37076822,61090,596486
14,240039,1337306,15285,33012588,42785,600060
15,241410,1381986,15724,32512713,41550,575796
16,243273,1359129,13960,33194698,41943,572070
17,239537,1355648,15008,33193761,40581,535760
18,236230,1342229,14312,33261272,42091,514209
19,233377,1356928,15474,30963306,40134,581908
20,223545,2446713,19889,31510831,41722,554128
21,236111,1331263,14734,32633262,42393,563105
22,240846,1358935,16780,32655831,42673,562787
23,242034,1361833,13271,33342222,47926,561420
24,240600,1370706,15261,32498332,43186,561366
25,239355,1336909,13547,33447814,42806,530430
26,234347,1343078,16122,31501832,41085,1675494
27,259794,1371097,17475,31356623,43558,552097
28,228818,3182647,15690,31821636,42477,591653
29,239429,1321459,16567,32547608,40716,570665
30,243797,1341775,13512,33326789,41987,576799
31,238839,1359719,15149,32432900,41276,533843
