i,sstep,lambdastep,gammastep,wstep,loss
1,1529408,14257227,291554458,4963964,53319
2,865429,116785801,1104741720,212633017,49769
3,1084960,88172855,388094702,462107936,53197
4,859087,125866821,337511948,1385489200,58964
5,1117017,117884512,427468286256,1707171426,86892
6,956630,82089845,334502164,1428476259,59528
7,1079844,23777640432,335836224,1119493265,70252
8,1288870,80493717,326755576,5295846,53121
9,861495,100260319,353100819,5327976,49757
10,857644,72504275,336194065,5622441,54149
11,949661,57606603,374808181,5234243,56107
12,861511,78815130,321685394,5091241,53097
13,862532,52887679,366101553,5549774,56516
14,1090137,130411152,341377250,5139146,46099
15,857520,115027587,323565783,35558121,51317
16,854293,74568925,340636051,5362630,53176
17,848291,54046746,363108940,5121202,59436
18,860521,76932361,336618702,5223557,56410
19,853148,50259865,363183490,5652590,56083
20,995906,79770968,335721735,5111559,52056
21,956776,54556492,365842926,5221716,48691
22,850562,84227502,365295804,5045148,49908
23,1103293,77849701,351575035,5141659,55394
24,845138,69300113,353354753,5647173,60826
25,858475,52066295,347397804,5111814,50172
26,1128519,69696161,1111141586,1613849091,56304
27,1118212,115909405,382509023,521416873,56627
28,966478,113742271,448500858452,1952513877,83149
29,996979,76317821,303269349,705351789,47142
30,960775,105049998,284127510,1079228318,79833
31,1712126,82338856,333052470,5471271,53696
32,855049,108824668,356036597,5058818,58743
33,858325,75950409,334400995,5107277,59814
34,966059,56223878,363258456,5608656,58999
35,858947,80690382,385825533,5178766,55483
36,846397,53251362,376497620,5472011,58558
37,941625,67625723,381867133,5113409,55566
38,855264,75191783,364112855,5312386,54534
39,861019,69755893,346159309,5121041,51546
40,945367,50549695,403292191,5230953,51404
41,862458,75600986,337832064,5101051,50873
42,868563,58220506,351630381,5494558,47714
43,945763,78624909,333782700,5039941,48449
44,863332,56032142,376015555,5214891,53614
45,856499,47799960,322353925,5634603,60439
46,970924,79123184,374796289,5240458,53291
47,858462,82407079,323040967,5217564,53495
48,865266,52263511,352528883,5483216,51955
49,955550,71107037,334032104,5248285,49805
50,845773,56443925,352243530,5593631,51625
51,858491,81358573,337814060,5227218,51518
52,944091,55753180,369679991,5458122,48623
53,850183,74361488,393846342,5421604,53938
54,861073,74377508,346112755,5464738,47894
55,955967,78007354,339970929,5199957,48294
56,853719,115502583,292558467,5486162,48649
57,848857,83247444,349447147,5199910,58427
58,965586,111649485,303153903,5421260,49355
59,863098,85497389,322761413,35452727,49765
60,851073,84098802,330643983,35230077,50771
61,951642,70569344,335703001,35256367,53837
62,860633,82282238,345181236,5119857,52804
63,870994,73218117,351880287,5659509,55085
64,953172,70497451,333001243,5526874,55773
65,861942,56226826,362788807,5609786,59051
66,853809,95944248,345261116,5486828,55536
67,934811,53923189,366093599,5604544,60397
68,857710,83392648,363127250,5629314,55904
69,862654,76034974,335123051,5633267,58560
70,962470,48600103,364395927,5599555,57116
71,944071,79496059,320753485,5512034,58894
72,864409,57823723,376092986,6294960,54934
73,958419,95727095,334668894,5080127,51736
74,868120,56337793,352442046,5675741,50629
75,848506,74235762,375955115,5630553,63236
76,1173216,70663544,359957142,5411528,51017
77,863875,77049543,345912163,5613186,49702
78,863765,51125234,377350746,5618871,49557
79,1133608,79043147,321978353,5432536,55643
80,851313,54869133,355009872,5137843,55389
81,857596,71909323,322593018,5018376,58986
82,983055,57382686,376526035,5478035,53370
83,858869,81000605,346129367,5043885,52038
84,1134264,53877248,367457756,5558909,50422
85,941978,73660800,345465445,5591074,50767
86,864997,53992452,374383816,5598204,56403
87,856939,76823920,336193672,5568849,51612
88,953924,56216028,365555508,5082403,50277
89,866879,63770807,347098406,5553354,48483
90,863937,85552702,346294318,5238156,48535
91,958141,111859384,294415078,5584609,48236
92,852582,85974586,351138042,5387053,48310
93,864881,101291554,292517289,5140431,48868
94,947916,89187700,336432819,5442790,49675
95,860330,113526977,303638865,5615379,49745
96,862557,84853695,323257129,5573813,48523
97,932145,99030585,316922098,35387781,48141
98,857872,58592091,338515573,36137942,51280
99,874042,81903409,306081732,35650378,52764
100,960188,55524568,348463142,35488927,53317
