i,sstep,lambdastep,gammastep,wstep,loss
1,3801200,24991418,478379885,357371616,83018
2,2791532,343490601,440014842039,1456568548,145274
3,3310828,166732182,447040946,392840086,72982
4,3163453,237610486,532668486,531501637,83271
5,2952451,49491476447,460794526,471219911,95615
6,2886257,49166800819,449017075,568982487,84271
7,2846424,37718585311,460836827,622734753,96553
8,3053687,237361408,430649038,254110521,78303
9,2750488,252724583,435356029,4712206,84327
10,2438600,43523561,433732498,29330326,82090
11,2244504,229791156,447910288,5984192,85021
12,2393690,86690278,457760542,6442676,71858
13,2235524,325741813,441589407,4932727,83298
14,2420810,175939893,491175023,5076194,85514
15,2278385,49614309284,452609809,4762860,87114
16,2288026,295824287,451504882,5288222,83123
17,2260435,192303321,419869651,185650686,77052
18,2910753,34352124732,438911557019,767403875,102102
19,3078639,231583987,452432586,5575150,78358
20,2275426,252027585,432862157,5027691,72513
21,2441323,46371668650,439925613637,712380444,156229
22,3074960,206851077,471565400,536274957,81997
23,3023645,265490725,448628096,1154887142,76242
24,3058989,109939359,492008633,2117206947,87239
25,9272327,168102851,439014867,5214098,86344
26,2256679,64769467,399639280,5179741,87694
27,2399719,26806426,474986750,889131380,79476
28,3090639,293647779,504827907488,228861309,125715
29,3016064,166847749,417261763,553360783,92134
30,3240194,36260378401,582409445,1025885810,96643
31,10675820,153126932,441896416,5641872,84578
32,2555433,65269968,427219805,5232323,88655
33,2603961,26602826,449896691,1001049268,82092
34,3120540,335846875,449228747280,2284795805,137207
35,3099316,204057688,441033762,828808922,74076
36,3543116,45056125534,475179717,705541581,90780
37,3325951,196572217,445664631,5360371,69996
38,2356735,83343633,406350198,5342383,70502
39,2404217,43925090,432201101,738241367,80201
40,2954836,2344758435,438883994712,952920877,148920
41,3052425,200314564,431169794,612551809,82550
42,3076409,107468115,460832196,818165690,74507
43,3235302,184650982,428848073,28553165,78172
44,2328780,65516738,392378108,4911105,70963
45,2415238,43673574,479228758,1011672682,93696
46,3152629,111550372,481408776749,375596661,135014
47,3029871,186127327,450723899,597360419,78333
48,3517018,181610840,434700116,5616629,63895
49,2323184,64393729,394237961,5196515,66402
50,2644765,51352975,423331997,516865746,78272
51,2872795,288603527,489655800813,1161180021,134730
52,2922151,85855629,429568568,546215295,60737
53,3101743,207952694,412023645,31724356,70690
54,2326182,64559259,370944549,32030145,81917
55,2410583,24014340,468906954,775119656,93835
56,2916938,293783580,496285481734,1383112214,138992
57,3074001,166317501,430441818,554545069,58762
58,3066887,36326827822,536796824,1177208121,95586
59,13035335,180781656,435720095,5411595,83611
60,2262422,62610040,399485767,5192250,82765
61,2412967,24212057,422652888,490808569,76467
62,2807336,46319779355,440557999253,1477617121,176727
63,3079201,221367536,525807311,5414071,92732
64,2254689,258444878,464764873,5600985,77124
65,2450394,81892734,464438095,6234802,80161
66,2240810,79095547,464185459,6139945,77934
67,2469376,82202738,462860006,5761063,78962
