i,sstep,lambdastep,gammastep,wstep,loss
1,3324361,23974704,447090662,170282145,68955
2,2520661,485897613,435912220399,1257222906,142827
3,2547429,176260920,424223504,957006116,76329
4,2420208,155812315,991246513,224530432,67761
5,2599921,17152226640,388117035,875397098,70385
6,2408022,124202177,1235683499,684407460,95778
7,2340426,46766036596,421572697,688148125,93320
8,2367711,40765986624,389840252,1143118871,66372
9,2594539,155584059,416124700,34610567,70968
10,1820685,93456318,449113522,5659325,58799
11,2028545,372879561,430436833,5735761,63606
12,1828036,84747068,471406736,5773685,71403
13,2002994,99095616,469759858,5790114,67732
14,1823634,95145248,463680895,5410116,61767
