i,sstep,lambdastep,gammastep,wstep,loss
1,390432095,214524970,969589323,245309036,96201
2,367166814,1416647778,497066433691,1267694482,131338
3,322166309,580645039,916963142,259935939,88760
4,406902791,632198683,472208614076,809744147,127334
5,334205420,82241765510,947497608,1506496143,115886
6,387218937,646076285,963243647,6345579,98777
7,523329484,283337616,935314100,6540080,95432
8,317864496,308152627,919958709,32734138,96745
9,322098015,619780850,1070667933,6183391,96430
10,316406687,378309106,991295879,6393394,96421
11,388013273,409273005,983391405,6359528,97911
12,322262189,376627974,990376553,6340988,91512
