i,sstep,lambdastep,gammastep,wstep,loss
1,49809233,133517318,604211676,14240796,76435
2,265824516,779957398,457589200312,609534548,103502
3,207163751,492805800,595821242,594096676,83103
4,203483076,462681289,655152961,1813379914,166612
5,203693440,53104947605,658283340,1818682558,110540
6,37348630,440786038,627827653,5445319,79847
7,253887338,223933370,651112227,5550476,81024
8,174363549,467809417,703095423,5675467,78215
9,260017764,313563966,630087400,5826408,71871
10,237872257,338917956,654162830,5258335,79437
11,216139670,340030720,651994500,5735291,79471
