i,sstep,lambdastep,gammastep,wstep,loss
1,44694622,134561995,644755258,133204341,83847
2,201464567,43194060680,455443771975,1823375261,156247
3,205273504,407955427,631859119,216733288,82314
4,239723380,40406476627,671319034,5940196,97373
5,257619958,614178552,623843560,27341827,82489
6,233355355,181903265,592064065,6277853,82210
7,245271774,501686017,615658814,6229193,86348
8,239479898,444514902,647945260,5808886,82023
9,226137912,374787678,628284223,6243381,99760
10,402552163,424159196,629656727,5897049,86174
11,240089125,179443809,603847654,5800554,79571
12,234031784,270185208,613342484,5977831,82207
13,454167363,182239247,609207250,5794989,78149
14,455100479,201037138,610408307,6216584,82770
15,235226812,182587546,610616092,26451465,84625
16,247082264,178330430,607404658,6422030,87261
17,207595484,197515795,617293331,6309018,83862
