i,sstep,lambdastep,gammastep,wstep,loss
1,594957230,211584970,957982559,654256678,97005
2,363745928,723107256,483656901953,1202936398,113785
3,311474653,616425877,871899034,489282582,102796
4,315960675,643066908,3345757447,412969006,105635
5,390872481,88090549738,919568349,719883248,114056
6,333385071,368008790,940039191,2154214483,91430
7,305379029,636363839,934854338,5646582,91296
8,340111356,275045390,903831124,5820441,104242
9,297684438,521565276,1007708543,5962235,108065
10,365918149,409480323,949979760,5576080,92949
11,541332638,396255406,952110533,6041612,98378
12,299229798,384089989,964518768,6099899,92460
