i,sstep,lambdastep,gammastep,wstep,loss
1,354191848,165621703,611114531,826774279,85396
2,383390339,573604888,477993305859,1798126399,131053
3,233494200,447720860,596900527,991068301,79914
4,381056044,433445070,1882816588,640975938,86193
5,226284836,65466767580,621903451,1410506105,97556
6,279471971,402161783,627149020,5346474,78158
7,240721466,247351594,561933195,5939443,88887
8,198284202,168816265,584416036,780343538,96017
9,234556465,262167777,645144402,1813461495,91866
10,398204033,473324988,1847164924,127515855,85156
11,187050482,64021113589,626056205,328617563,114272
12,407377866,445706108,623617355,5447757,77659
13,243080369,254127258,558419962,5902897,84373
14,234247437,168267277,605679407,177245492,88299
15,236333529,49579948957,454536062328,1916943203,125432
16,227246274,486681062,653362778,5911058,82896
17,406569315,619246678,570047441,29070704,84220
18,225158319,61135567107,454965938116,668986039,97040
19,231563379,341421943,628158960,951932630,82592
20,408456862,271906201,550988986,833057458,129794
21,251354364,684458573,638404695,1285956765,87863
22,191666175,492509834,491441491694,2234415464,148454
23,220539585,439148532,638536272,1361100591,86836
24,225553738,441343431,633998675,5379155,82517
25,236756873,245379179,565086582,5581155,82107
26,198130068,164222301,608736865,741642901,90410
27,236365308,260683125,679336690,1612108125,89776
28,209239300,455382248,663513110,5345393,87055
29,250789954,235824539,612584147,5734715,84722
30,222823646,240421379,618249966,596816685,88801
31,180786788,251067660,679249141,991827160,91530
32,227868806,446289501,624498683,5722973,81581
33,514523322,233068839,572915033,5531125,81935
34,265042932,181180669,589673455,186165564,83680
35,208198656,282209972,662004390,844282327,83498
36,192076416,436872745,630009096,5432003,92851
37,235752672,479023088,631207916,5574186,85004
38,230796439,310035486,660088779,5881969,89129
39,226738973,306285707,638256504,5880622,88610
40,219054836,536182401,627108456,25567725,86691
41,274157900,572655112,618787159,5600832,78790
42,226039844,248093216,605754634,5398895,87366
43,223103488,281084529,619871367,5966326,120868
44,224175311,267702461,616297131,5592189,84661
45,268306426,253393041,627320255,5524022,87847
46,210157989,256031208,626332140,6016592,88696
47,225991389,258026487,626703595,5760885,84953
