i,sstep,lambdastep,gammastep,wstep,loss
1,192196960,131632226,585011603,630214680,75290
2,30115461,44921776596,455298721713,1319101716,133138
3,284841578,359108560,481788294,589336019,77301
4,243155901,393805088,1264165455,810401971,71449
5,185557091,9531709073,534138549,959587802,83408
6,467117583,282836442,482226470665,439060941,141988
7,429714794,60389303426,595268819,836979993,100344
8,260837942,384564518,592467957,5403853,70132
9,424467718,219136593,571936171,5714152,72166
10,211013182,690132031,649935985,29156173,94310
11,239364877,482577445,651032720,5354974,86317
12,228841705,255919355,625944141,5754609,71266
13,196330959,257377011,625106011,5317996,75206
14,214782675,271829583,610375362,5359695,82431
