i,sstep,lambdastep,gammastep,wstep,loss
1,1149993,11796339,350425211,5689428,48564
2,657383,25071149682,415918979818,728295804,67236
3,805496,59371753,308972573,681349429,54487
4,754322,83383220,756497006,224285944,48277
5,768894,46966857,307635500,530694960,49660
6,672148,20045141547,354369010,5427630,49432
7,729035,50438279,381891676,5485486,49747
8,666293,38099850,355373513,5119116,48248
9,656499,53856648,318244560,5410146,46582
10,747336,55750985,349461825,5101565,49476
11,669705,95344476,349663867,5067211,52347
12,664110,67903073,359109320,5461035,49895
13,828851,67617907,328291628,41845672,49340
14,672202,54372887,337284503,5059873,50151
15,657980,70784427,349397218,5414557,49887
16,731882,51680224,355112879,5458090,49172
17,671755,49641644,353370206,5089741,46704
18,664192,52044999,328418825,5119923,53408
19,737811,89575577,327903640,5441464,48853
20,664735,48722798,373001091,5436708,58402
21,681466,49421457,368951275,5483000,55285
22,835644,48579249,376081867,5077333,49163
23,657766,50667492,348158635,4999520,47105
24,663255,79695745,338903418,5515851,51009
25,665714,48876781,369190640,5118488,51742
26,668991,51330194,377362699,5076810,47769
27,746904,48579561,333814245,42034116,45412
28,679361,50611292,338122395,5024777,51151
29,658945,49686101,367375627,5402131,49221
30,831941,48107600,377731772,5445360,50299
31,670095,48010982,371504133,5451260,50648
32,666654,49839923,327470791,5413650,55992
33,732644,128552186,323354578,5425754,46386
34,657661,51555631,361121750,5438392,51600
35,656902,132265671,362192122,5478052,50790
36,836086,48049260,324671718,44067097,49562
37,676351,110293747,329212495,5039174,56411
38,656474,53847998,368116849,5060370,50026
39,854285,172465738,373040177,5038488,47765
40,677750,37452879,370070688,5448520,49143
41,657717,52853403,321388940,41286563,48204
42,752210,60080862,334583825,5020459,49200
43,658529,57138185,315976649,5438532,48592
44,669074,61780285,335567529,5487381,50210
45,736772,75149413,371445900,5113007,48574
46,669033,63637388,311576603,5081756,50146
47,671925,95546536,326656703,5409930,50737
48,749704,87368671,365270853,5525851,78796
49,689876,60700625,335282717,5120005,52133
50,674989,69784035,311814953,43206856,46595
51,834402,58067090,284767068,5074073,48240
52,667585,53627833,324152101,5424490,48068
53,673753,59001561,351140141,5455672,51180
54,761323,51990300,338012080,5477511,48742
55,676433,60420651,310759321,5033292,44932
56,678014,120788255,293692792,5028368,48071
57,730931,67463810,338942675,5071462,52084
58,699371,49387128,342668563,5454344,47981
59,673381,97077040,341634746,5149085,46655
60,724749,88807165,319393023,5398368,48936
61,672165,99443666,304306184,5029641,49971
62,676805,70206112,334277222,5451677,64324
63,779231,55698339,335316989,5074623,50831
64,664289,62863583,318266541,5051149,44062
65,36439706,49717694,297203983,5086249,49398
66,778257,53255319,328584261,5440942,49977
67,659240,79028330,357012800,5488173,50151
68,668673,61568869,324117638,5477579,48605
69,792985,59904115,295422464,5410717,51743
70,659455,94625316,296010475,5066656,51803
71,670378,79446319,330080079,5494146,54371
72,747130,54301118,340330315,5110090,48035
73,660075,74907734,290530331,41589758,48494
74,749083,60435411,291318870,5406330,49569
75,863127,57901058,332297638,5053140,49524
76,661993,65225709,329975188,5157754,48648
77,675097,67569808,339880818,5066347,48335
78,745066,52895206,304551871,5444529,55525
79,677221,93010663,288340535,5411239,54572
80,667619,59882538,348018916,5049261,63972
81,869145,92953922,357597566,5116418,50184
82,671340,54373649,294387189,42577622,45199
83,663058,55191468,309568749,5084802,48619
84,752430,59746531,305433844,5410373,46256
85,669620,60030863,328566851,5072289,50695
86,664293,64009620,318720122,5459967,48212
87,757098,64689312,298363265,5403027,44664
