i,sstep,lambdastep,gammastep,wstep,loss
1,666381,17653740,316430199,5106619,57989
2,464329,61940541,412541859985,1041851246,63576
3,518945,53863261,302333834,600119349,64507
4,453592,22251933971,299210400,639502421,73826
5,493403,22215153338,295878037,5006545,63297
6,541015,70177445,290151052,5368192,49029
7,458734,47461091,325593412,1511156576,52389
8,490013,47288360,271374037,5379829,46144
9,437931,47635399,317602398,4994514,46790
10,509800,31769495,313773796,53069947,41519
11,495614,30348207,314406066,5418517,46064
12,448912,30589085,351709192,5416987,43245
13,438556,30468987,316106897,5342949,47937
14,498888,29523083,354388155,5382253,47405
15,454788,30472932,302812421,5338474,46249
16,452626,74427634,316921903,5322113,43223
