i,sstep,lambdastep,gammastep,wstep,loss
1,3206451407,5642924406,1243165828,508944972,302343015
2,358925671,1130592827,2273219428,503303976,122329
3,509730144,602010377,894542739,722067603,90868
4,306526712,342260762,806250568,1269555242,88608
5,329392472,411682583,536326377859,713661250,162051
6,310577095,80970572746,844891194,1178088425,114695
7,329385236,625059361,861586745,6823775,108963
8,268836993,377124299,939287060,29138185,95134
9,329266961,903551862,846723273,5674372,86987
10,326179328,367809236,883422954,6463402,95516
11,63972867,369910275,872366556,6815860,96017
12,266052243,371281140,871523045,27319418,96524
