i,sstep,lambdastep,gammastep,wstep,loss
1,304374822,164068775,665466249,115620560,84727
2,160886665,535613376,460073502391,1371032070,143868
3,289003460,442556048,549026881,603484186,84477
4,218546719,456904384,945354021,377868156,78364
5,203432632,65138633254,626671324,606184166,97230
6,374948493,131150534,692800609,1183988087,96567
7,277634962,405707799,627029789,5740738,83716
8,249047349,217705477,613612081,6070815,90775
9,219315606,312597384,659348169,5706159,85142
10,244559722,191233229,622996518,5638065,86471
11,209871450,278485330,624535062,5918201,86689
12,239461438,280097635,600913836,5527559,78999
13,247467318,285715070,598203086,5532357,78974
14,492543816,277581016,623509226,6158965,82151
15,227878992,263458210,622274953,5650131,86427
16,233060672,254218728,624165398,5665920,87857
17,225136293,279298191,622725809,5689881,88939
18,215445950,278330152,640884880,5632645,97448
19,508456664,278103835,623800968,5951347,85484
