i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,60999,2797344,12540,6427377,30793721,488514
2,109744,2761593,9574,5748460,25927871,395377
3,54937,2199870,10589,5742528,24900463,411983
4,96027,2204708,9843,6476954,25520677,403488
5,97772,2203709,9500,6387703,25721890,400518
6,56608,2200584,8885,5686996,26403608,395115
7,56673,2239911,9767,5710750,26179234,393294
8,56340,2658732,9967,5686534,25153581,399062
9,57692,2804305,10046,5689913,24710955,411226
10,58064,2238240,9412,5742501,24362140,420093
11,98304,2222703,9063,6447930,25017264,401635
12,104558,2236031,8923,6382255,25540041,405781
13,94632,2218447,9215,6458230,25439327,390957
14,57949,2223178,9234,5664521,25933014,407710
15,57862,2578139,10496,5680471,25123195,403269
16,58038,2834883,9840,5688434,24794815,409875
17,59126,2225686,9764,5759849,24487561,422323
18,96705,2240765,9799,6437693,24715723,416936
19,105175,2226220,9512,6422844,26085036,402915
20,95410,2239793,9156,6437739,25626696,396927
21,59093,2218839,9813,5659018,26176853,402813
22,58806,2223080,10035,5663906,25726773,405629
23,57535,2806202,10735,5689862,24790235,410487
24,63666,2198488,9097,5723663,24769150,411999
25,93766,2227998,9572,6368583,24538415,415513
26,104160,2224624,8814,6431053,25741675,413726
27,97723,2267638,9629,6390487,25495903,398468
28,57665,2198528,8021,5578384,26268749,400984
29,58048,2206364,8929,5651214,25926871,400252
30,56924,2713339,9953,5830239,25059812,411072
31,58041,2211840,10651,5728364,24724142,967701
32,58492,2239547,10168,5723463,24186136,406324
33,102145,2226852,9223,6515297,25367138,408970
34,99523,2243896,9966,6366042,25464802,389942
35,57355,2212950,8389,5650449,26302932,397003
36,57144,2222925,9036,5650085,25965850,410003
37,57867,2630662,9522,5695019,25115399,408395
38,58997,2803891,11301,5706240,24589522,399613
39,57839,2226603,9292,5740971,24408182,406213
40,99325,2250464,9612,6483438,24785601,406995
