i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,47599,1697821,10448,4730795,30156024,405617
2,42647,1642830,7802,4479599,28274289,402569
3,43654,1629162,7314,4402221,27971032,381303
4,44800,1621727,8493,4375392,27736341,379258
5,44088,1623460,8625,4487734,27652347,389908
6,44304,1617143,8597,4525990,27586156,384803
7,43823,1609223,8389,4340291,27513415,380446
8,49851,2050343,8860,4417014,27084468,378454
9,49400,2020386,9356,4329902,27023722,379459
10,45106,2026174,8875,4323015,27324318,378935
11,44594,2012385,8659,4327353,26991218,377391
12,46756,2020725,8711,4310972,26923113,382922
13,45152,1999458,8798,4366254,26930556,390631
14,45868,1997156,8305,4363990,27009815,378350
15,43756,1974148,9195,4360947,27005156,378510
16,45271,1974987,8461,4359463,27010585,383336
17,45044,1978480,8344,4369536,27021974,382411
18,45720,1949494,9267,4404623,26944580,382558
19,45227,1953251,8956,4379523,27041433,385402
20,44962,1980191,8869,4378309,26948761,390835
21,45819,2001880,10004,4374705,27074394,426902
22,45075,2010023,8756,4336276,26980768,389578
23,45230,2022435,8319,4362238,26939501,377658
24,44426,2046687,8637,4370905,26909229,377540
25,43021,2070090,9108,4393053,26855043,377024
26,45423,2173075,8794,4367286,26837802,381281
27,49002,2136340,8189,4358164,26893995,378833
28,44073,1613870,8143,4357337,26785653,969655
29,43146,1611385,8099,4410872,26780540,959522
30,44124,1645665,8436,4365441,26745187,385659
31,62552,1630007,11889,4929632,26766370,382705
32,60445,1614655,8553,4973698,26674358,395081
33,61212,1631490,8634,4944891,26707760,391015
34,60459,1679944,9012,4955638,26727994,418016
35,61207,1642281,8933,4983787,26852197,389161
36,61401,1641117,8802,5071323,26800291,454637
37,67601,1701213,9903,5470607,29169544,431211
38,64681,1642755,9390,5248877,27857804,380815
39,61236,1653905,9512,4877769,26881127,385120
40,59108,1659848,9403,4861181,26834560,386046
41,60531,1651384,9142,4856118,27166351,380600
