i,sstep,lambdastep,gammastep,wstep,loss
1,2156069,47863496,2944017434,828926016,393884
2,2422791,111327673,2889791625,798152733,420135
3,2610966,83088959,2758639118,806041513,382988
4,2434736,87132020,4691703901162,2039010320,387419
5,2526305,100381534,2729252355,1307971266,378080
6,2608052,100381667,2255350307,2750934098,377128
7,2565529,111230765,2499583738,846821868,384326
8,2457747,59226630,4711241184489,2724244813,375038
9,2567509,106350147,2472088393,1549377660,376848
10,2641053,102866220,2601095408,1500903405,394090
11,2752690,96300134,2582463994,2250319298,375617
12,2565016,109994265,2488877619,869917325,392262
13,2402504,55335108,4692026068425,2437996895,409160
14,2637075,95349329,2481711201,1703924165,383153
15,2645477,99697207,2558106997,877888887,393420
