i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,769352,129973681,38549,32303785,567986211,32364825
2,518071,130594003,33085,140373790,627341248,69138374
3,201134,130328875,33967,140726968,635716556,67122757
4,202553,130244280,31647,125813453,595091926,81985809
5,365205,130289381,33097,81609012,616593207,74473008
6,200010,130316589,32747,139681347,662044391,89807503
7,195305,130681449,32415,135724818,619362665,72398919
8,191249,130158310,31832,141206534,613636113,77512629
9,353234,129173981,33050,113916024,849225639,67598786
10,315112,129464845,31618,99435125,587879851,33453110
11,216729,129728537,32433,142088760,608309290,61742562
12,214054,129928810,32515,140886491,627586138,59789568
13,200477,129469902,32791,141279103,632838024,66043860
14,197745,129585817,32958,137719042,586306897,70471850
15,206121,129836723,33407,136755174,632176896,34150595
16,198088,130183095,32900,141026458,615198764,66482592
17,202019,129984771,32601,129869916,628573971,68662489
18,204988,130440205,33372,136750371,576817586,61801634
19,197641,130055912,31615,141192339,611682841,64026005
20,373054,65921615,39361,102125811,622409311,138949865
21,199795,130414133,31512,136984093,606885237,33920739
22,207681,130142145,32015,141708098,585043057,77186931
23,374180,130695500,32491,123350958,1046447556,34680986
24,200021,130266161,33615,145042702,643521403,76803066
25,203431,130844138,31408,140595256,636769220,30717952
26,198997,130172355,29850,141659819,658601007,97452840
27,361153,128917844,32348,97019019,1079800600,77583063
28,163187,129096651,31549,140352002,577105420,59045986
29,227130,129877868,32895,134394379,609557290,66962992
30,224378,129374232,32811,137194709,640963201,13924025
31,206341,129477984,33313,146233374,577083668,97075585
32,200144,130062510,36882,136129214,599777204,57560353
33,196913,129816497,34151,135354524,599083112,68160839
34,203530,129872682,33822,136778314,584860957,69372785
35,203301,130173193,33228,137791337,605982196,56878623
36,199454,130142862,33519,145195736,576032579,66255963
37,199868,130107502,33475,143238413,524062926,84497161
38,196641,130524274,33381,135404302,593083307,56408119
39,195992,130552163,33119,138384777,609194626,74991413
40,208303,130542497,33570,129555388,590090207,32532798
41,204844,130585103,32023,129393856,645525258,89069871
42,203036,130757004,32576,132116308,614120477,73062194
43,198032,130578906,32119,135852030,634656848,34107444
44,198775,130410394,33147,141156188,652618949,104000343
45,185657,130404347,30866,129827078,634365935,62328877
46,338713,129400868,37368,100931045,619135949,34213703
47,167508,129300796,32129,127526138,570518462,71387533
48,409109,129831119,33107,119183581,884806976,65850799
49,204073,129907188,33037,140716136,621184226,61332906
