i,sstep,lambdastep,gammastep,wstep,loss
1,587173631,179352787,3958687743,870228133,529613
2,602055224,1370444812,4154478075,850904782,526311
3,567594653,685844959,3926715676,886149485,536754
4,689343818,937611300,4258156818,856121521,529628
5,596694666,777005292,3862006276,855831162,524983
6,582820307,856091385,4140024337,848979368,531078
7,668954167,538471768,4212610284,847869561,514642
8,650876259,948122052,3837411013,875044236,509023
9,553802594,260118455,3608187913,1629878941,534124
10,690349254,187004093224,5024008777428,1996331766,826129
11,685125192,1147257845,3503562033,1776936655,509804
12,600384214,128290833292,5988750956,2346450553,530099
13,681633143,1468284909,3666753381,868338752,520094
