i,sstep,lambdastep,gammastep,wstep,loss
1,319656103,178248113,3141492569,841988880,1044588
2,367637960,138979267017,2961348362,858895180,470395
3,334671250,146207583574,3365353417,869846070,476546
4,322679797,316094952,3062055256,870853330,590632
5,381181604,338410167,3406888936,847498178,461087
6,321443608,299226364,3287348375,871045262,447503
7,354010725,358178888,3390484607,842463106,530949
8,286839758,319340057,3036744561,874951240,472399
9,339999115,336634560,2934564249,894525609,452552
10,346644096,306076257,3154174301,855834125,447461
