i,sstep,lambdastep,gammastep,wstep,loss
1,779627016,196640581,6877916192,12920359507,80075187
2,2413741783,4289695015,7809649953,69960841686,87127612
3,2611811975,4234988693,7868833301,70064308462,87262224
4,2584506101,3673011134,7865643551,69910045323,96342855
5,2665304950,4178330958,7872595205,70098132561,92346549
6,2725138325,4688753313,7869075092,69822851768,93986369
7,2676476454,4391131288,7799037069,70219239164,96655399
8,2783003569,4205608874,7858043338,70279906725,94774509
9,2712457063,4300692253,7882002061,69902470518,84998487
10,2679890844,4209139817,7851916272,70339365156,95760274
11,2656543667,4439882757,7874990715,70148995787,88425298
