i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,137317,4283449,17850,22494108,36925218,509678
2,297129,3674857,14653,11640150,29538267,487571
3,129181,4702396,14513,11624663,28440041,498804
4,83414,3921660,14102,11104658,29447711,494444
5,122527,4361302,15964,11545078,28497307,484400
6,118343,3905212,15072,11789191,27876506,1159986
7,85877,3801423,14828,11060360,28725544,488243
8,141135,4670175,14673,11748323,29302643,501895
9,113927,3974526,14716,11799338,28634120,495953
10,122901,3805744,18746,12237437,31259378,482533
11,126645,4625912,14373,11670231,28363736,484024
12,84405,3922162,14625,10805210,28471595,494825
