i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,2131491,137605936,61631,45924629,2664493247,54456147
2,3192158,137492368,62221,163598432,2596548054,55881489
3,581732,137491158,47900,96061799,2599118973,130357287
4,309063,137899299,48601,162923816,2715279384,139841210
5,309999,137874288,47646,158886296,2688862722,55036257
6,304923,135813371,47878,160439658,2616485937,133005247
7,291977,136364107,58783,128840458,2704747637,137397628
8,268256,136156441,57143,146057861,2605761432,139376806
9,268850,136795011,66479,152175139,2717523998,56716014
10,276998,136210853,58414,160252956,2654975734,141895256
11,328161,136489347,62742,154968665,2664733427,140310572
12,326601,136614996,48535,152971192,2742529767,138887299
13,342374,136991158,63884,153895187,2635776309,57052980
14,336569,136552447,46327,156362344,2627125929,130182557
15,339257,137024377,58959,142448369,2632165343,57208908
16,337605,136522757,58083,160043700,2652322872,130135922
17,340853,139624658,60830,141246986,2623764848,83763223
