i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,1054269,133669231,38129,39209269,2499305081,119595400
2,1765130,132376927,39160,138183930,2631930852,112296244
3,259266,131748660,35741,141204250,2555194039,124591690
4,472625,131401255,36293,81781712,2569455001,130197393
5,432419,132056255,35989,115761905,2882958392,103359746
6,255228,133209220,34959,146286676,2533841926,111346249
7,253781,133076223,36593,137568629,2742732245,46706998
8,233108,132240788,36811,152009239,2546824701,109058214
9,245540,132637204,35769,142068906,2808154565,62348394
10,255841,131589997,35355,148876419,2541643781,129886753
11,471967,132376192,36333,60599669,2720760831,113566455
12,250149,132563769,36125,143271296,2533009200,105500901
13,258275,132746730,36834,147736136,2612717902,118144002
14,252364,132053432,36141,136043418,2547603230,100055666
15,244981,132871168,36442,135436755,2544680027,102337433
16,245936,133425629,36378,141600671,2550958694,114908350
17,254412,132559304,36295,142838982,2538434118,62976397
18,198057,132746779,39676,151550523,2760329625,31787749
19,265692,132750669,35725,157976413,2545447541,109073876
20,251200,130537841,36234,123695724,2549631971,131264957
