i,no_empty_cluster,sstep,lambdastep,gammastep,wstep,loss
1,653151,136376799,41762,90697732,1948755554,162712595
2,1660552,135762281,36447,72548783,2513991302,130072988
3,313480,132241930,42852,133503185,2453197639,97143533
4,362598,135878072,41454,156644781,2259204086,130231942
5,507250,132434028,36073,92982500,2318884723,111358954
6,283195,132219263,45603,124280428,1304263347,119906041
7,348164,136231286,40659,137745562,2372297036,130018446
8,255290,138176893,39640,149200405,2169413412,70559279
9,293758,131934388,40536,156047773,2726673587,43886370
10,340129,131711892,36271,144476383,2381831070,97705133
11,198058,135669712,35815,162107781,2079618503,140119128
12,300767,132130052,37008,146798160,2684877537,33489733
13,340956,132282286,36894,155437666,2393856031,93698434
14,346962,136595961,36055,154108027,2252358099,147202442
15,295616,135565653,42465,144428036,2280892986,132688747
16,307364,131710986,36031,137658769,2459196920,98916175
